Sample ID,Modulus of elasticity – Inner – Warp (MPa),Modulus of elasticity – Inner – Weft (MPa),Shear modulus - Inner (MPa),Modulus of elasticity – Outer – Warp (MPa),Modulus of elasticity – Outer – Weft (MPa),Shear modulus - Outer (MPa),Friction coefficient,Excess Length (m),Image
Sample-1295,140,180,3.88,150,250,8,0.1,0.071,Sample-1295_image.tif
Sample-1296,140,180,3.88,150,250,8,0.2,0.142,Sample-1296_image.tif
Sample-1297,140,180,3.88,150,300,1.3,0.1,-0.052,Sample-1297_image.tif
Sample-1298,140,180,3.88,150,300,1.3,0.2,0.164,Sample-1298_image.tif
Sample-1299,140,180,3.88,150,300,1.79,0.1,-0.003,Sample-1299_image.tif
Sample-129,100,180,3.88,150,103,1.3,0.1,0.277,Sample-129_image.tif
Sample-12,100,180,2.807,150,250,1.79,0.2,0.364,Sample-12_image.tif
Sample-1300,140,180,3.88,150,300,1.79,0.2,0.181,Sample-1300_image.tif
Sample-1301,140,180,3.88,150,300,6.62,0.1,0.035,Sample-1301_image.tif
Sample-1302,140,180,3.88,150,300,6.62,0.2,0.287,Sample-1302_image.tif
Sample-1303,140,180,3.88,150,300,8,0.1,0.023,Sample-1303_image.tif
Sample-1304,140,180,3.88,150,300,8,0.2,0.31,Sample-1304_image.tif
Sample-1305,140,180,3.88,150,70,1.3,0.1,-0.008,Sample-1305_image.tif
Sample-1306,140,180,3.88,150,70,1.3,0.2,0.083,Sample-1306_image.tif
Sample-1307,140,180,3.88,150,70,1.79,0.1,-0.056,Sample-1307_image.tif
Sample-1308,140,180,3.88,150,70,1.79,0.2,0.039,Sample-1308_image.tif
Sample-1309,140,180,3.88,150,70,6.62,0.1,0.015,Sample-1309_image.tif
Sample-130,100,180,3.88,150,103,1.3,0.2,0.378,Sample-130_image.tif
Sample-1310,140,180,3.88,150,70,6.62,0.2,0.102,Sample-1310_image.tif
Sample-1311,140,180,3.88,150,70,8,0.1,0.003,Sample-1311_image.tif
Sample-1312,140,180,3.88,150,70,8,0.2,0.048,Sample-1312_image.tif
Sample-1313,140,180,3.88,180,103,1.3,0.1,-0.006,Sample-1313_image.tif
Sample-1314,140,180,3.88,180,103,1.3,0.2,0.109,Sample-1314_image.tif
Sample-1315,140,180,3.88,180,103,1.79,0.1,-0.013,Sample-1315_image.tif
Sample-1316,140,180,3.88,180,103,1.79,0.2,0.162,Sample-1316_image.tif
Sample-1317,140,180,3.88,180,103,6.62,0.1,-0.034,Sample-1317_image.tif
Sample-1318,140,180,3.88,180,103,6.62,0.2,0.167,Sample-1318_image.tif
Sample-1319,140,180,3.88,180,103,8,0.1,-0.015,Sample-1319_image.tif
Sample-131,100,180,3.88,150,103,1.79,0.1,0.206,Sample-131_image.tif
Sample-1320,140,180,3.88,180,103,8,0.2,0.116,Sample-1320_image.tif
Sample-1321,140,180,3.88,180,250,1.3,0.1,0.038,Sample-1321_image.tif
Sample-1322,140,180,3.88,180,250,1.3,0.2,0.084,Sample-1322_image.tif
Sample-1323,140,180,3.88,180,250,1.79,0.1,0.035,Sample-1323_image.tif
Sample-1324,140,180,3.88,180,250,1.79,0.2,0.157,Sample-1324_image.tif
Sample-1325,140,180,3.88,180,250,6.62,0.1,-0.003,Sample-1325_image.tif
Sample-1326,140,180,3.88,180,250,6.62,0.2,0.067,Sample-1326_image.tif
Sample-1327,140,180,3.88,180,250,8,0.1,0.036,Sample-1327_image.tif
Sample-1328,140,180,3.88,180,250,8,0.2,-0.023,Sample-1328_image.tif
Sample-1329,140,180,3.88,180,300,1.3,0.1,0.061,Sample-1329_image.tif
Sample-132,100,180,3.88,150,103,1.79,0.2,0.247,Sample-132_image.tif
Sample-1330,140,180,3.88,180,300,1.3,0.2,0.099,Sample-1330_image.tif
Sample-1331,140,180,3.88,180,300,1.79,0.1,0.073,Sample-1331_image.tif
Sample-1332,140,180,3.88,180,300,1.79,0.2,0.097,Sample-1332_image.tif
Sample-1333,140,180,3.88,180,300,6.62,0.1,0.032,Sample-1333_image.tif
Sample-1334,140,180,3.88,180,300,6.62,0.2,0.114,Sample-1334_image.tif
Sample-1335,140,180,3.88,180,300,8,0.1,-0.008,Sample-1335_image.tif
Sample-1336,140,180,3.88,180,300,8,0.2,0.2,Sample-1336_image.tif
Sample-1337,140,180,3.88,180,70,1.3,0.1,-0.012,Sample-1337_image.tif
Sample-1338,140,180,3.88,180,70,1.3,0.2,0.131,Sample-1338_image.tif
Sample-1339,140,180,3.88,180,70,1.79,0.1,0.016,Sample-1339_image.tif
Sample-133,100,180,3.88,150,103,6.62,0.1,0.286,Sample-133_image.tif
Sample-1340,140,180,3.88,180,70,1.79,0.2,0.067,Sample-1340_image.tif
Sample-1341,140,180,3.88,180,70,6.62,0.1,-0.015,Sample-1341_image.tif
Sample-1342,140,180,3.88,180,70,6.62,0.2,0.125,Sample-1342_image.tif
Sample-1343,140,180,3.88,180,70,8,0.1,-0.007,Sample-1343_image.tif
Sample-1344,140,180,3.88,180,70,8,0.2,0.138,Sample-1344_image.tif
Sample-1345,140,180,3.88,70,103,1.3,0.1,-0.063,Sample-1345_image.tif
Sample-1346,140,180,3.88,70,103,1.3,0.2,0.003,Sample-1346_image.tif
Sample-1347,140,180,3.88,70,103,1.79,0.1,-0.031,Sample-1347_image.tif
Sample-1348,140,180,3.88,70,103,1.79,0.2,0.015,Sample-1348_image.tif
Sample-1349,140,180,3.88,70,103,6.62,0.1,-0.033,Sample-1349_image.tif
Sample-134,100,180,3.88,150,103,6.62,0.2,0.351,Sample-134_image.tif
Sample-1350,140,180,3.88,70,103,6.62,0.2,-0.05,Sample-1350_image.tif
Sample-1351,140,180,3.88,70,103,8,0.1,-0.054,Sample-1351_image.tif
Sample-1352,140,180,3.88,70,103,8,0.2,0.106,Sample-1352_image.tif
Sample-1353,140,180,3.88,70,250,1.3,0.1,-0.049,Sample-1353_image.tif
Sample-1354,140,180,3.88,70,250,1.3,0.2,0.021,Sample-1354_image.tif
Sample-1355,140,180,3.88,70,250,1.79,0.1,-0.066,Sample-1355_image.tif
Sample-1356,140,180,3.88,70,250,1.79,0.2,-0.143,Sample-1356_image.tif
Sample-1357,140,180,3.88,70,250,6.62,0.1,-0.014,Sample-1357_image.tif
Sample-1358,140,180,3.88,70,250,6.62,0.2,-0.01,Sample-1358_image.tif
Sample-135,100,180,3.88,150,103,8,0.1,0.329,Sample-135_image.tif
Sample-1360,140,180,3.88,70,250,8,0.2,-0.16,Sample-1360_image.tif
Sample-1361,140,180,3.88,70,300,1.3,0.1,-0.043,Sample-1361_image.tif
Sample-1362,140,180,3.88,70,300,1.3,0.2,0.006,Sample-1362_image.tif
Sample-1364,140,180,3.88,70,300,1.79,0.2,-0.196,Sample-1364_image.tif
Sample-1365,140,180,3.88,70,300,6.62,0.1,0.064,Sample-1365_image.tif
Sample-1366,140,180,3.88,70,300,6.62,0.2,0.042,Sample-1366_image.tif
Sample-1368,140,180,3.88,70,300,8,0.2,-0.082,Sample-1368_image.tif
Sample-1369,140,180,3.88,70,70,1.3,0.1,-0.024,Sample-1369_image.tif
Sample-136,100,180,3.88,150,103,8,0.2,0.465,Sample-136_image.tif
Sample-1370,140,180,3.88,70,70,1.3,0.2,-0.014,Sample-1370_image.tif
Sample-1372,140,180,3.88,70,70,1.79,0.2,-0.001,Sample-1372_image.tif
Sample-1373,140,180,3.88,70,70,6.62,0.1,-0.034,Sample-1373_image.tif
Sample-1374,140,180,3.88,70,70,6.62,0.2,-0.108,Sample-1374_image.tif
Sample-1376,140,180,3.88,70,70,8,0.2,-0.119,Sample-1376_image.tif
Sample-1377,140,180,3.88,90,103,1.3,0.1,-0.025,Sample-1377_image.tif
Sample-1378,140,180,3.88,90,103,1.3,0.2,0.066,Sample-1378_image.tif
Sample-137,100,180,3.88,150,250,1.3,0.1,0.287,Sample-137_image.tif
Sample-1380,140,180,3.88,90,103,1.79,0.2,0.026,Sample-1380_image.tif
Sample-1381,140,180,3.88,90,103,6.62,0.1,0.055,Sample-1381_image.tif
Sample-1383,140,180,3.88,90,103,8,0.1,-0.031,Sample-1383_image.tif
Sample-1385,140,180,3.88,90,250,1.3,0.1,0.019,Sample-1385_image.tif
Sample-1386,140,180,3.88,90,250,1.3,0.2,0.113,Sample-1386_image.tif
Sample-1387,140,180,3.88,90,250,1.79,0.1,-0.051,Sample-1387_image.tif
Sample-1388,140,180,3.88,90,250,1.79,0.2,0.019,Sample-1388_image.tif
Sample-1389,140,180,3.88,90,250,6.62,0.1,-0.028,Sample-1389_image.tif
Sample-138,100,180,3.88,150,250,1.3,0.2,0.495,Sample-138_image.tif
Sample-1390,140,180,3.88,90,250,6.62,0.2,0.068,Sample-1390_image.tif
Sample-1391,140,180,3.88,90,250,8,0.1,0.034,Sample-1391_image.tif
Sample-1392,140,180,3.88,90,250,8,0.2,0.043,Sample-1392_image.tif
Sample-1393,140,180,3.88,90,300,1.3,0.1,-0.051,Sample-1393_image.tif
Sample-1394,140,180,3.88,90,300,1.3,0.2,0.026,Sample-1394_image.tif
Sample-1395,140,180,3.88,90,300,1.79,0.1,0.017,Sample-1395_image.tif
Sample-1396,140,180,3.88,90,300,1.79,0.2,0.014,Sample-1396_image.tif
Sample-1397,140,180,3.88,90,300,6.62,0.1,0.023,Sample-1397_image.tif
Sample-1398,140,180,3.88,90,300,6.62,0.2,-0.147,Sample-1398_image.tif
Sample-1399,140,180,3.88,90,300,8,0.1,-0.042,Sample-1399_image.tif
Sample-139,100,180,3.88,150,250,1.79,0.1,0.278,Sample-139_image.tif
Sample-13,100,180,2.807,150,250,6.62,0.1,0.37,Sample-13_image.tif
Sample-1400,140,180,3.88,90,300,8,0.2,-0.164,Sample-1400_image.tif
Sample-1401,140,180,3.88,90,70,1.3,0.1,-0.07,Sample-1401_image.tif
Sample-1402,140,180,3.88,90,70,1.3,0.2,-0.01,Sample-1402_image.tif
Sample-1403,140,180,3.88,90,70,1.79,0.1,0.002,Sample-1403_image.tif
Sample-1404,140,180,3.88,90,70,1.79,0.2,-0.006,Sample-1404_image.tif
Sample-1405,140,180,3.88,90,70,6.62,0.1,-0.082,Sample-1405_image.tif
Sample-1406,140,180,3.88,90,70,6.62,0.2,-0.002,Sample-1406_image.tif
Sample-1407,140,180,3.88,90,70,8,0.1,0.059,Sample-1407_image.tif
Sample-1408,140,180,3.88,90,70,8,0.2,0.027,Sample-1408_image.tif
Sample-1409,140,180,4.812,150,103,1.3,0.1,-0.03,Sample-1409_image.tif
Sample-140,100,180,3.88,150,250,1.79,0.2,0.046,Sample-140_image.tif
Sample-1410,140,180,4.812,150,103,1.3,0.2,0.055,Sample-1410_image.tif
Sample-1411,140,180,4.812,150,103,1.79,0.1,-0.062,Sample-1411_image.tif
Sample-1412,140,180,4.812,150,103,1.79,0.2,0.055,Sample-1412_image.tif
Sample-1413,140,180,4.812,150,103,6.62,0.1,-0.023,Sample-1413_image.tif
Sample-1414,140,180,4.812,150,103,6.62,0.2,0.155,Sample-1414_image.tif
Sample-1415,140,180,4.812,150,103,8,0.1,-0.004,Sample-1415_image.tif
Sample-1416,140,180,4.812,150,103,8,0.2,0.072,Sample-1416_image.tif
Sample-1417,140,180,4.812,150,250,1.3,0.1,-0.002,Sample-1417_image.tif
Sample-1418,140,180,4.812,150,250,1.3,0.2,0.073,Sample-1418_image.tif
Sample-1419,140,180,4.812,150,250,1.79,0.1,0.044,Sample-1419_image.tif
Sample-141,100,180,3.88,150,250,6.62,0.1,0.271,Sample-141_image.tif
Sample-1420,140,180,4.812,150,250,1.79,0.2,0.253,Sample-1420_image.tif
Sample-1421,140,180,4.812,150,250,6.62,0.1,0.004,Sample-1421_image.tif
Sample-1422,140,180,4.812,150,250,6.62,0.2,0.144,Sample-1422_image.tif
Sample-1423,140,180,4.812,150,250,8,0.1,0.019,Sample-1423_image.tif
Sample-1424,140,180,4.812,150,250,8,0.2,0.17,Sample-1424_image.tif
Sample-1425,140,180,4.812,150,300,1.3,0.1,-0.027,Sample-1425_image.tif
Sample-1426,140,180,4.812,150,300,1.3,0.2,0.045,Sample-1426_image.tif
Sample-1427,140,180,4.812,150,300,1.79,0.1,0.062,Sample-1427_image.tif
Sample-1428,140,180,4.812,150,300,1.79,0.2,0.087,Sample-1428_image.tif
Sample-1429,140,180,4.812,150,300,6.62,0.1,0.049,Sample-1429_image.tif
Sample-142,100,180,3.88,150,250,6.62,0.2,0.425,Sample-142_image.tif
Sample-1430,140,180,4.812,150,300,6.62,0.2,0.075,Sample-1430_image.tif
Sample-1431,140,180,4.812,150,300,8,0.1,-0.01,Sample-1431_image.tif
Sample-1432,140,180,4.812,150,300,8,0.2,0.168,Sample-1432_image.tif
Sample-1433,140,180,4.812,150,70,1.3,0.1,-0.012,Sample-1433_image.tif
Sample-1434,140,180,4.812,150,70,1.3,0.2,0.084,Sample-1434_image.tif
Sample-1435,140,180,4.812,150,70,1.79,0.1,-0.003,Sample-1435_image.tif
Sample-1436,140,180,4.812,150,70,1.79,0.2,0.031,Sample-1436_image.tif
Sample-1437,140,180,4.812,150,70,6.62,0.1,-0.068,Sample-1437_image.tif
Sample-1438,140,180,4.812,150,70,6.62,0.2,0.067,Sample-1438_image.tif
Sample-1439,140,180,4.812,150,70,8,0.1,-0.011,Sample-1439_image.tif
Sample-143,100,180,3.88,150,250,8,0.1,0.302,Sample-143_image.tif
Sample-1440,140,180,4.812,150,70,8,0.2,0.055,Sample-1440_image.tif
Sample-1441,140,180,4.812,180,103,1.3,0.1,-0.02,Sample-1441_image.tif
Sample-1442,140,180,4.812,180,103,1.3,0.2,0.093,Sample-1442_image.tif
Sample-1443,140,180,4.812,180,103,1.79,0.1,-0.021,Sample-1443_image.tif
Sample-1444,140,180,4.812,180,103,1.79,0.2,0.057,Sample-1444_image.tif
Sample-1445,140,180,4.812,180,103,6.62,0.1,0.297,Sample-1445_image.tif
Sample-1446,140,180,4.812,180,103,6.62,0.2,0.121,Sample-1446_image.tif
Sample-1447,140,180,4.812,180,103,8,0.1,0.059,Sample-1447_image.tif
Sample-1448,140,180,4.812,180,103,8,0.2,0.163,Sample-1448_image.tif
Sample-1449,140,180,4.812,180,250,1.3,0.1,0.026,Sample-1449_image.tif
Sample-144,100,180,3.88,150,250,8,0.2,0.447,Sample-144_image.tif
Sample-1450,140,180,4.812,180,250,1.3,0.2,0.148,Sample-1450_image.tif
Sample-1451,140,180,4.812,180,250,1.79,0.1,0.039,Sample-1451_image.tif
Sample-1452,140,180,4.812,180,250,1.79,0.2,0.663,Sample-1452_image.tif
Sample-1453,140,180,4.812,180,250,6.62,0.1,0.042,Sample-1453_image.tif
Sample-1454,140,180,4.812,180,250,6.62,0.2,0.027,Sample-1454_image.tif
Sample-1455,140,180,4.812,180,250,8,0.1,0.06,Sample-1455_image.tif
Sample-1456,140,180,4.812,180,250,8,0.2,0.191,Sample-1456_image.tif
Sample-1457,140,180,4.812,180,300,1.3,0.1,0.06,Sample-1457_image.tif
Sample-1458,140,180,4.812,180,300,1.3,0.2,0.123,Sample-1458_image.tif
Sample-1459,140,180,4.812,180,300,1.79,0.1,0.039,Sample-1459_image.tif
Sample-145,100,180,3.88,150,300,1.3,0.1,0.185,Sample-145_image.tif
Sample-1460,140,180,4.812,180,300,1.79,0.2,0.12,Sample-1460_image.tif
Sample-1461,140,180,4.812,180,300,6.62,0.1,0.037,Sample-1461_image.tif
Sample-1462,140,180,4.812,180,300,6.62,0.2,0.161,Sample-1462_image.tif
Sample-1463,140,180,4.812,180,300,8,0.1,0.025,Sample-1463_image.tif
Sample-1464,140,180,4.812,180,300,8,0.2,0.1,Sample-1464_image.tif
Sample-1465,140,180,4.812,180,70,1.3,0.1,0.045,Sample-1465_image.tif
Sample-1466,140,180,4.812,180,70,1.3,0.2,0.121,Sample-1466_image.tif
Sample-1467,140,180,4.812,180,70,1.79,0.1,0.09,Sample-1467_image.tif
Sample-1468,140,180,4.812,180,70,1.79,0.2,0.072,Sample-1468_image.tif
Sample-1469,140,180,4.812,180,70,6.62,0.1,-0.051,Sample-1469_image.tif
Sample-146,100,180,3.88,150,300,1.3,0.2,0.489,Sample-146_image.tif
Sample-1470,140,180,4.812,180,70,6.62,0.2,0.1,Sample-1470_image.tif
Sample-1471,140,180,4.812,180,70,8,0.1,0.001,Sample-1471_image.tif
Sample-1472,140,180,4.812,180,70,8,0.2,0.143,Sample-1472_image.tif
Sample-1473,140,180,4.812,70,103,1.3,0.1,-0.097,Sample-1473_image.tif
Sample-1474,140,180,4.812,70,103,1.3,0.2,0.119,Sample-1474_image.tif
Sample-1475,140,180,4.812,70,103,1.79,0.1,0.003,Sample-1475_image.tif
Sample-1476,140,180,4.812,70,103,1.79,0.2,-0.016,Sample-1476_image.tif
Sample-1477,140,180,4.812,70,103,6.62,0.1,-0.027,Sample-1477_image.tif
Sample-1478,140,180,4.812,70,103,6.62,0.2,-0.053,Sample-1478_image.tif
Sample-1479,140,180,4.812,70,103,8,0.1,-0.041,Sample-1479_image.tif
Sample-147,100,180,3.88,150,300,1.79,0.1,0.285,Sample-147_image.tif
Sample-1480,140,180,4.812,70,103,8,0.2,-0.036,Sample-1480_image.tif
Sample-1481,140,180,4.812,70,250,1.3,0.1,-0.018,Sample-1481_image.tif
Sample-1482,140,180,4.812,70,250,1.3,0.2,-0.027,Sample-1482_image.tif
Sample-1483,140,180,4.812,70,250,1.79,0.1,-0.062,Sample-1483_image.tif
Sample-1484,140,180,4.812,70,250,1.79,0.2,-0.005,Sample-1484_image.tif
Sample-1485,140,180,4.812,70,250,6.62,0.1,0.057,Sample-1485_image.tif
Sample-1486,140,180,4.812,70,250,6.62,0.2,0.057,Sample-1486_image.tif
Sample-1487,140,180,4.812,70,250,8,0.1,-0.105,Sample-1487_image.tif
Sample-1488,140,180,4.812,70,250,8,0.2,-0.144,Sample-1488_image.tif
Sample-1489,140,180,4.812,70,300,1.3,0.1,-0.045,Sample-1489_image.tif
Sample-148,100,180,3.88,150,300,1.79,0.2,0.421,Sample-148_image.tif
Sample-1490,140,180,4.812,70,300,1.3,0.2,0.006,Sample-1490_image.tif
Sample-1491,140,180,4.812,70,300,1.79,0.1,-0.053,Sample-1491_image.tif
Sample-1492,140,180,4.812,70,300,1.79,0.2,-0.255,Sample-1492_image.tif
Sample-1493,140,180,4.812,70,300,6.62,0.1,-0.013,Sample-1493_image.tif
Sample-1494,140,180,4.812,70,300,6.62,0.2,-0.11,Sample-1494_image.tif
Sample-1495,140,180,4.812,70,300,8,0.1,-0.042,Sample-1495_image.tif
Sample-1496,140,180,4.812,70,300,8,0.2,-0.142,Sample-1496_image.tif
Sample-1497,140,180,4.812,70,70,1.3,0.1,-0.09,Sample-1497_image.tif
Sample-1498,140,180,4.812,70,70,1.3,0.2,0.023,Sample-1498_image.tif
Sample-1499,140,180,4.812,70,70,1.79,0.1,-0.044,Sample-1499_image.tif
Sample-149,100,180,3.88,150,300,6.62,0.1,0.121,Sample-149_image.tif
Sample-14,100,180,2.807,150,250,6.62,0.2,0.488,Sample-14_image.tif
Sample-1500,140,180,4.812,70,70,1.79,0.2,0.038,Sample-1500_image.tif
Sample-1501,140,180,4.812,70,70,6.62,0.1,-0.028,Sample-1501_image.tif
Sample-1502,140,180,4.812,70,70,6.62,0.2,0.017,Sample-1502_image.tif
Sample-1503,140,180,4.812,70,70,8,0.1,-0.054,Sample-1503_image.tif
Sample-1504,140,180,4.812,70,70,8,0.2,0.014,Sample-1504_image.tif
Sample-1505,140,180,4.812,90,103,1.3,0.1,-0.068,Sample-1505_image.tif
Sample-1506,140,180,4.812,90,103,1.3,0.2,0.069,Sample-1506_image.tif
Sample-1507,140,180,4.812,90,103,1.79,0.1,-0.046,Sample-1507_image.tif
Sample-1508,140,180,4.812,90,103,1.79,0.2,0.059,Sample-1508_image.tif
Sample-1509,140,180,4.812,90,103,6.62,0.1,-0.04,Sample-1509_image.tif
Sample-150,100,180,3.88,150,300,6.62,0.2,0.391,Sample-150_image.tif
Sample-1510,140,180,4.812,90,103,6.62,0.2,0.105,Sample-1510_image.tif
Sample-1511,140,180,4.812,90,103,8,0.1,-0.035,Sample-1511_image.tif
Sample-1512,140,180,4.812,90,103,8,0.2,-0.087,Sample-1512_image.tif
Sample-1513,140,180,4.812,90,250,1.3,0.1,-0.039,Sample-1513_image.tif
Sample-1514,140,180,4.812,90,250,1.3,0.2,0.025,Sample-1514_image.tif
Sample-1515,140,180,4.812,90,250,1.79,0.1,0.072,Sample-1515_image.tif
Sample-1516,140,180,4.812,90,250,1.79,0.2,0.046,Sample-1516_image.tif
Sample-1517,140,180,4.812,90,250,6.62,0.1,0.013,Sample-1517_image.tif
Sample-1518,140,180,4.812,90,250,6.62,0.2,0.031,Sample-1518_image.tif
Sample-1519,140,180,4.812,90,250,8,0.1,-0.021,Sample-1519_image.tif
Sample-151,100,180,3.88,150,300,8,0.1,0.256,Sample-151_image.tif
Sample-1520,140,180,4.812,90,250,8,0.2,0.094,Sample-1520_image.tif
Sample-1521,140,180,4.812,90,300,1.3,0.1,-0.001,Sample-1521_image.tif
Sample-1522,140,180,4.812,90,300,1.3,0.2,-0.08,Sample-1522_image.tif
Sample-1523,140,180,4.812,90,300,1.79,0.1,0.008,Sample-1523_image.tif
Sample-1524,140,180,4.812,90,300,1.79,0.2,-0.071,Sample-1524_image.tif
Sample-1525,140,180,4.812,90,300,6.62,0.1,0.226,Sample-1525_image.tif
Sample-1526,140,180,4.812,90,300,6.62,0.2,0.079,Sample-1526_image.tif
Sample-1527,140,180,4.812,90,300,8,0.1,0.035,Sample-1527_image.tif
Sample-1528,140,180,4.812,90,300,8,0.2,0.051,Sample-1528_image.tif
Sample-1529,140,180,4.812,90,70,1.3,0.1,-0.101,Sample-1529_image.tif
Sample-152,100,180,3.88,150,300,8,0.2,0.395,Sample-152_image.tif
Sample-1530,140,180,4.812,90,70,1.3,0.2,0.074,Sample-1530_image.tif
Sample-1531,140,180,4.812,90,70,1.79,0.1,-0.024,Sample-1531_image.tif
Sample-1532,140,180,4.812,90,70,1.79,0.2,0.137,Sample-1532_image.tif
Sample-1533,140,180,4.812,90,70,6.62,0.1,0.034,Sample-1533_image.tif
Sample-1534,140,180,4.812,90,70,6.62,0.2,0.041,Sample-1534_image.tif
Sample-1535,140,180,4.812,90,70,8,0.1,-0.021,Sample-1535_image.tif
Sample-1536,140,180,4.812,90,70,8,0.2,-0.043,Sample-1536_image.tif
Sample-1537,140,260,2.807,150,103,1.3,0.1,0.076,Sample-1537_image.tif
Sample-1538,140,260,2.807,150,103,1.3,0.2,0.084,Sample-1538_image.tif
Sample-1539,140,260,2.807,150,103,1.79,0.1,0.04,Sample-1539_image.tif
Sample-153,100,180,3.88,150,70,1.3,0.1,0.174,Sample-153_image.tif
Sample-1540,140,260,2.807,150,103,1.79,0.2,0.106,Sample-1540_image.tif
Sample-1541,140,260,2.807,150,103,6.62,0.1,0.041,Sample-1541_image.tif
Sample-1542,140,260,2.807,150,103,6.62,0.2,0.229,Sample-1542_image.tif
Sample-1543,140,260,2.807,150,103,8,0.1,0.095,Sample-1543_image.tif
Sample-1544,140,260,2.807,150,103,8,0.2,0.194,Sample-1544_image.tif
Sample-1545,140,260,2.807,150,250,1.3,0.1,0.064,Sample-1545_image.tif
Sample-1546,140,260,2.807,150,250,1.3,0.2,0.11,Sample-1546_image.tif
Sample-1547,140,260,2.807,150,250,1.79,0.1,0.017,Sample-1547_image.tif
Sample-1548,140,260,2.807,150,250,1.79,0.2,0.151,Sample-1548_image.tif
Sample-1549,140,260,2.807,150,250,6.62,0.1,0.037,Sample-1549_image.tif
Sample-154,100,180,3.88,150,70,1.3,0.2,0.402,Sample-154_image.tif
Sample-1550,140,260,2.807,150,250,6.62,0.2,0.205,Sample-1550_image.tif
Sample-1551,140,260,2.807,150,250,8,0.1,0.073,Sample-1551_image.tif
Sample-1552,140,260,2.807,150,250,8,0.2,0.103,Sample-1552_image.tif
Sample-1553,140,260,2.807,150,300,1.3,0.1,0.06,Sample-1553_image.tif
Sample-1554,140,260,2.807,150,300,1.3,0.2,0.239,Sample-1554_image.tif
Sample-1555,140,260,2.807,150,300,1.79,0.1,0.069,Sample-1555_image.tif
Sample-1556,140,260,2.807,150,300,1.79,0.2,0.32,Sample-1556_image.tif
Sample-1557,140,260,2.807,150,300,6.62,0.1,0.101,Sample-1557_image.tif
Sample-1558,140,260,2.807,150,300,6.62,0.2,0.034,Sample-1558_image.tif
Sample-1559,140,260,2.807,150,300,8,0.1,0.111,Sample-1559_image.tif
Sample-155,100,180,3.88,150,70,1.79,0.1,0.242,Sample-155_image.tif
Sample-1560,140,260,2.807,150,300,8,0.2,0.143,Sample-1560_image.tif
Sample-1561,140,260,2.807,150,70,1.3,0.1,-0.034,Sample-1561_image.tif
Sample-1562,140,260,2.807,150,70,1.3,0.2,0.083,Sample-1562_image.tif
Sample-1563,140,260,2.807,150,70,1.79,0.1,0.01,Sample-1563_image.tif
Sample-1564,140,260,2.807,150,70,1.79,0.2,0.062,Sample-1564_image.tif
Sample-1565,140,260,2.807,150,70,6.62,0.1,0.058,Sample-1565_image.tif
Sample-1566,140,260,2.807,150,70,6.62,0.2,0.005,Sample-1566_image.tif
Sample-1567,140,260,2.807,150,70,8,0.1,0.069,Sample-1567_image.tif
Sample-1568,140,260,2.807,150,70,8,0.2,0.104,Sample-1568_image.tif
Sample-1569,140,260,2.807,180,103,1.3,0.1,-0.004,Sample-1569_image.tif
Sample-156,100,180,3.88,150,70,1.79,0.2,0.18,Sample-156_image.tif
Sample-1570,140,260,2.807,180,103,1.3,0.2,0.13,Sample-1570_image.tif
Sample-1571,140,260,2.807,180,103,1.79,0.1,0.037,Sample-1571_image.tif
Sample-1572,140,260,2.807,180,103,1.79,0.2,0.059,Sample-1572_image.tif
Sample-1573,140,260,2.807,180,103,6.62,0.1,0.091,Sample-1573_image.tif
Sample-1574,140,260,2.807,180,103,6.62,0.2,0.283,Sample-1574_image.tif
Sample-1575,140,260,2.807,180,103,8,0.1,0.072,Sample-1575_image.tif
Sample-1576,140,260,2.807,180,103,8,0.2,0.187,Sample-1576_image.tif
Sample-1577,140,260,2.807,180,250,1.3,0.1,0.059,Sample-1577_image.tif
Sample-1578,140,260,2.807,180,250,1.3,0.2,0.157,Sample-1578_image.tif
Sample-1579,140,260,2.807,180,250,1.79,0.1,0.098,Sample-1579_image.tif
Sample-157,100,180,3.88,150,70,6.62,0.1,0.271,Sample-157_image.tif
Sample-1580,140,260,2.807,180,250,1.79,0.2,0.091,Sample-1580_image.tif
Sample-1581,140,260,2.807,180,250,6.62,0.1,0.089,Sample-1581_image.tif
Sample-1582,140,260,2.807,180,250,6.62,0.2,0.14,Sample-1582_image.tif
Sample-1583,140,260,2.807,180,250,8,0.1,0.045,Sample-1583_image.tif
Sample-1584,140,260,2.807,180,250,8,0.2,0.22,Sample-1584_image.tif
